chembl_id,smiles,pIC50
CHEMBL60472,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)ccc(OC)c2)c1n(C)c2c(c1C(=O)Nc1ccccc1)ccc(OC)c2,5.4436975
CHEMBL62701,S(Sc1n(C)c2ncccc2c1C(=O)Nc1ccccc1)c1n(C)c2ncccc2c1C(=O)Nc1ccccc1,4.6516953
CHEMBL250315,O(C)c1c(OC)cc2ncnc(C#Cc3ccccc3)c2c1,5.251812
CHEMBL4098409,O(C)c1cc2c(N(c3nc(C)[nH+]c4c(Cc5ccccc5)c[nH]c34)CC2)cc1,6.7770233
CHEMBL137635,N(=NCc1ncccc1)Nc1cc2c(N(C)c3ccccc3)ncnc2cc1,5.031517
CHEMBL383760,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@@H](C(=O)NC)CCC2)c(OC)c3)ccc1,7.3010302
CHEMBL2152704,O=C1N(c2c(C)ccc(O)c2)c2ncnc(N)c2C2=C1CCCC2,5.7904849
CHEMBL93544,Brc1cc(Nc2ncnc3c2cc([N+](=O)[O-])c(N(C)C)c3)ccc1,5.6989698
CHEMBL1242758,Nc1ncnc2n(C3CCCC3)nc(-c3c4c([nH]cc4)ccc3)c12,5.8538718
CHEMBL3133821,Oc1cc(Nc2c3c([nH]c4c3cccc4)ncc2)ccc1,6.5686364
CHEMBL337027,O=C([O-])CCC(=O)N(C)[C@@H]1[C@H](OC)[C@@]2(C)O[C@H](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1,6.7958798
CHEMBL3740003,O=C(NC=1C(=O)OC(c2c(c(-c3ccccc3)[nH]c2C)-c2ccccc2)=CC=1)c1ccccc1,5.5391021
CHEMBL3325475,O=C(OC)C1=C(N)N(c2cnccc2)C2=C(C(=O)CCC2)C1C=1c2n(nnn2)-c2c(cc(OC)cc2)C=1,5.8860564
CHEMBL233325,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(CN2C[C@@H](O)C[NH2+]CC2)cc4)c3)ccc1,7.5850267
CHEMBL1242573,Fc1c2c([nH]nc2)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5.9208188
CHEMBL3763360,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/c2ccc(OC)cc2)c(O[C@@H]2COCC2)c3)c1,8.0409584
CHEMBL3765815,O=C(NC12CC3CC(C1)CC(C2)C3)c1ccc(Nc2ncnc3c2cc(OCCOC)c(OCCOC)c3)cc1,8.0172768
CHEMBL479800,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2occc2)c3)c1,8
CHEMBL3671523,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)/C=C/C)c3)cc1,7.7212462
CHEMBL3973028,O=C(Nc1c(OC)cc2ncnc(N[C@H](C)c3ccccc3)c2c1)CC,7.0655017
CHEMBL1945448,Brc1cc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cnc1,7.0457573
CHEMBL3963620,Clc1c(Cl)ccc(Nc2ncnc3c2cc(OC)c(OCc2nc(-c4ccc(Cl)cc4)sc2)c3)c1,7.3010302
CHEMBL3905242,Clc1ccc(NC(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OCCCN3CC[NH+](C)CC3)c4)cc2)cc1,6.628932
CHEMBL3628791,Clc1c(F)ccc(Nc2ncnc3sccc23)c1,5.5257835
CHEMBL1641997,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)c2cocc2)cc3)ccc1,4.3448615
CHEMBL1830258,Clc1c(/C=C/C(=N/NC(=S)N)/c2ccccc2)cccc1,4.6332035
CHEMBL3647419,Clc1c(OCc2ncccc2)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/[C@H]2[NH+](C)C[C@H](O)C2)c(OCC)c3)c1,7.4436975
CHEMBL2425094,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+]2CC4(C2)CSC4)c(OC)c3)c1,7.318759
CHEMBL3085379,O(C)c1c(OC)cc2ncnc(C#C[C@]([NH+](CC)CC)(Cc3ccncc3)C)c2c1,6.6989698
CHEMBL76082,O=[N+]([O-])c1c(C=C(C#N)C#N)cc2OCOc2c1,3.251812
CHEMBL1914663,Fc1c(CNc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)cccc1,7.3467875
CHEMBL347659,S(Sc1n(C)c2c(c1C(=O)NCc1ccc(C(=O)OC)cc1)cccc2)c1n(C)c2c(c1C(=O)NCc1ccc(C(=O)OC)cc1)cccc2,4.8860564
CHEMBL1910273,S(=O)(=O)(N)c1ccc(Nc2[nH+]c3ncnc(N)c3c3c2c(N)sc3)cc1,4.5301781
CHEMBL1202473,Fc1c(Nc2ncnc3c2cc(OC)c(OCC2CC[NH+](C)CC2)c3)cc(O)c(C)c1,6.5228786
CHEMBL3759085,O=C(N)c1c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cccc1,6.5590911
CHEMBL4090323,Fc1ccc(-c2oc(Cc3[nH]c4c(n3)cccc4)nn2)cc1,4
CHEMBL256362,O=C(N(C)C)[C@H](Oc1c2c(Nc3cc(C)c(Oc4cnc(C)cc4)cc3)ncnc2ccc1)C,5.9586072
CHEMBL3775112,Brc1cc(Nc2ncnc3c2cc2N(CCC[NH+]4CCCCC4)C(=O)COc2c3)ccc1,7.004365
CHEMBL609321,Clc1cc(NC=2N=CNC=3C=2C=C(OCC=C=C)C(=O)C=3)ccc1,7.7721133
CHEMBL3805280,Fc1c(C#N)cc(Nc2ncnc3c2c2OCCOc2c(OCCOC)c3)cc1,6.4113922
CHEMBL2347973,O=C(OC)[C@@H](Nc1ncnc2oc(c(-c3ccccc3)c12)-c1ccccc1)c1ccccc1,5.1027579
CHEMBL1204199,Brc1cc(Nc2ncnc3c2cc(OCC)c(OCC)c3)ccc1,9.3872166
CHEMBL293064,Clc1c(F)ccc(Nc2ncnc3c2cc(OCC[NH+](CC)CC)c(OC)c3)c1,7.031517
CHEMBL2442319,O(C)c1c2C(=O)N(c3cc(C#C)ccc3)C=Cc2cc(OC)c1,5.4546928
CHEMBL3622625,O=C(Nc1c(O[C@@H]2COCC2)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C=C,7.4921441
CHEMBL3297899,O(C)c1ccc(N(CC)c2nc(C)nc3oc(C)cc23)cc1,7.1505804
CHEMBL1683973,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#CCCC[NH+]3CCCC3)c(C)ncn2)c1,7.9586072
CHEMBL337026,O(C)[C@H]1[C@@H]([NH2+]C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NC(=O)c4c3c3c1cccc3)cccc2,6.6989698
CHEMBL1928950,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3cc(NC(=O)CC#N)ccc3)c2)c1,7.318759
CHEMBL358746,O=C(NCCCCNC(=O)/C(/C#N)=C/c1cc(O)c([O-])c(O)c1)/C(/C#N)=C/c1cc(O)c([O-])c(O)c1,6.221849
CHEMBL247100,N(c1cc2c([nH]nc2)cc1)C1=NC=Nn2c1c(C)cc2,6.6777806
CHEMBL194337,O(Cc1ncccc1)c1ccc(Nc2ncnc3c2c(OC2CC[NH+](C)CC2)ccc3)cc1,5.6777806
CHEMBL2031307,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)CC[NH+](C)C)c(OCC)c3)c1,9.167491
CHEMBL3932176,O=C(Nc1c(OCC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/C[NH+](C)C,8.6989698
CHEMBL606413,Clc1cc(Nc2ncnc3c2cc(NN=NCCNS(=O)(=O)c2c4c(c(N(C)C)ccc4)ccc2)cc3)ccc1,5.8538718
CHEMBL131193,O(C)[C@H]1[C@@H](N(Cc2ccccc2)C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NCc4c3c3c1cccc3)cccc2,6.0409584
CHEMBL66570,Clc1c(F)ccc(Nc2ncnc3NC(=O)/C(=C\c4c(C)cc(C(=O)N5CC[NH+](CC)CC5)[nH]4)/c23)c1,7.8860564
CHEMBL592713,Clc1cc(Nc2ncnc3c2cc(OCCCC#C)c(OC)c3)ccc1,7.7520266
CHEMBL3676391,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCOCCOC(=O)CC(=O)OCC)c3)cc1,6.6090651
CHEMBL1683957,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C)c(-c3ccccc3)ncn2)c1,4.6989698
CHEMBL154080,S(Sc1c(CCC(=O)NCc2ccc(C(=O)OC)cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2ccc(C(=O)OC)cc2)c2c([nH]1)cccc2,4.3565474
CHEMBL3671567,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C2[NH2+]CCC2)c3)cc1,5.7090755
CHEMBL3759478,OC[C@@H](Nc1ncnc2sc(-c3ccccc3)cc12)c1ccccc1,8.0457573
CHEMBL1241579,Clc1c(O)cc(-c2nn([C@@H](C[NH3+])C)c3ncnc(N)c23)cc1,5.318759
CHEMBL155607,S=C1C(CCC(=O)N)c2c(N1)cccc2,4.6575775
CHEMBL489897,Clc1c(F)ccc(Cc2ncnc3c2nc(NC(=O)C=C)c(OCCC[NH+]2CCOCC2)c3)c1,8.8198738
CHEMBL1945645,Clc1ncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,4.7411232
CHEMBL3633933,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2cc(NC(=O)NCC)cc3)c1,6.6439743
CHEMBL3393072,Brc1c(NC(=S)NNC(=O)Cc2c3c([nH]c2)cccc3)nccc1,5.0710921
CHEMBL207235,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@@H](C(=O)N)C[C@@H](OC)C2)c(OC)c3)ccc1,8
CHEMBL272258,N(c1ncnc2c1cncc2)c1c(N)cccc1,6.5999975
CHEMBL1944928,O(C)c1cc2N(C)C(=O)C=3C(=O)CC(=O)OC=3c2cc1,4.1169066
CHEMBL69966,O=C(NCCN1CCOCC1)c1[nH]c(/C=C/2\C(=O)Nc3ncnc(Nc4cc(C#C)ccc4)c\23)c(C)c1,7.7447276
CHEMBL165731,N(CCN1CCOCC1)c1ncc2ncnc(Nc3cc(C)ccc3)c2c1,8.8239088
CHEMBL592216,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCC#C)c(OC)c3)c1,8.596879
CHEMBL154822,S(Sc1c(CCC(=O)NCc2cc([O-])c(C(=O)OC)cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2cc([O-])c(C(=O)OC)cc2)c2c([nH]1)cccc2,4
CHEMBL257411,O=C([C@H](Oc1c2c(Nc3cc4c(n(Cc5sccn5)nc4)cc3)ncnc2ccc1)C)N1CCOCC1,6.4365191
CHEMBL542755,Brc1cc(Nc2ncnc3c2sc2c3c(OC)ccc2)ccc1,7.6989698
CHEMBL78206,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)NC(C)(C)C)cc1,5.8860564
CHEMBL85021,O=C1C(=Cc2cc(C(C)C)c(O)c(C(C)C)c2)c2c(N1)cccc2,6.3979402
CHEMBL3902295,ClCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3cc(F)c(F)cc3)ncnc1c2,5.3279023
CHEMBL332906,Clc1cc(Nc2ncnc3[nH]nc(-c4ccc(N)cc4)c23)ccc1,8.6989698
CHEMBL3263961,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCC[NH+]2CCOCC2)c(OC)c3)cc1)c1cc(-c2cn(C)nc2)ccc1,5.8632793
CHEMBL214798,Clc1c(F)c(Nc2ncnc3c2cc(OC2CC[NH+](C)CC2)c(OC)c3)ccc1,8.6989698
CHEMBL1812569,Clc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2c4c(ccc2)cccc4)cc3)ccc1,5.5512938
CHEMBL248045,O(C)c1cc2ncc(C#N)c(N[C@H]3[C@H](c4ccccc4)C3)c2cc1,5.5883803
CHEMBL3759780,Fc1cc(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,8.2218485
CHEMBL460894,Brc1cc(Nc2ncnc3c2cc(C(C(=O)/C=C/C(=O)NCCC[NH+](C)C)C)nc3)ccc1,8.8401318
CHEMBL3633930,Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)NCC)cc3)c1,7.5376019
CHEMBL243837,Clc1cc(COC=2C(=O)C=C(Nc3ncnc4c3cc(NC(=O)/C=C/C[NH+](C)C)c(OCC)c4)C(=O)C=2)ccc1,7.91364
CHEMBL270695,Brc1c(NCC(O)CO)c(Nc2ncnc3c2cncc3)ccc1,9.0299788
CHEMBL3805775,Clc1c(F)ccc(Nc2ncnc3c2c2OCCOc2c(OC(COC)C)c3)c1,6.6069517
CHEMBL76432,N(c1ncnc2c1sc(-c1ccccc1)c2)c1cc2c([nH]cc2)cc1,8.5228786
CHEMBL1744086,Clc1c(F)ccc(Nc2ncnc3c2cc(OC[C@@H](O)CN2CCOCC2)c(OC)c3)c1,7.0222764
CHEMBL1812560,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2c([N+](=O)[O-])cccc2)cc3)ccc1,5.9913998
CHEMBL3671559,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OC2CN(C(=O)C)CCC2)c3)cc1,6.8927898
CHEMBL383121,O(C)c1cc2c(Oc3ncnc(Nc4ccccc4)c3NC2)cc1,5.124939
CHEMBL122522,S(Cc1c(O)c(OC)cc(C=C(C#N)C#N)c1)c1ccccc1,5.1739254
CHEMBL1914665,Oc1ccc(-c2[nH]c3ncnc(N[C@H](CC)c4ccccc4)c3c2)cc1,8.3979397
CHEMBL1173191,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3ccc([N+](=O)[O-])cc3)C2)c1,4.9730582
CHEMBL513362,S(=O)(=O)(N)c1ccc(Nc2sc3c(Nc4cc(C)ccc4)ncnc3n2)cc1,7.8538718
CHEMBL3828021,N(c1ncnc2c1cc(-c1cn(C)nc1)cc2)c1cc(C#C)ccc1,8.4461174
CHEMBL3939985,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/CN2CC[NH+](C)CC2)c(OCC)c3)c1,8
CHEMBL590526,Clc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(O)cc2)cc(Cl)c1,5.7304869
CHEMBL1958028,Brc1ccc(C2N(C=3SCC(=O)N=3)N=C(c3ccc(F)cc3)C2)cc1,5.3196645
CHEMBL1641995,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)[C@H]2NC(=O)CC2)cc3)ccc1,5.6575775
CHEMBL570709,Clc1cc(Nc2ncnc3c2cc(/N=N/N(C(=O)Oc2ccc([N+](=O)[O-])cc2)C)cc3)ccc1,6.1135092
CHEMBL3353401,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)N4CC[NH2+]CC4)CC3)c(NC(=O)C=C)c2)nc1,1.9871628
CHEMBL3671544,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C(C[NH+](C)C)C)c3)cc1,6.6003261
CHEMBL1928312,Clc1c(F)ccc(Nc2ncnc3sc(C(=O)c4[nH]c5c(c4)cc(OC)cc5)cc23)c1,8.2269449
CHEMBL1241776,O=C1N=CNc2c1cc(-c1nn(C(C)C)c3ncnc(N)c13)cc2,5.1307683
CHEMBL3671538,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CCC[NH+](C)C)c3)cc1,7.6777806
CHEMBL4092632,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)C(C)(C)C)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,7.5316525
CHEMBL417478,Clc1c(F)ccc(Nc2ncnc3c2nc(NC(=O)C=C)c(/C=C/CC[NH+]2CCOCC2)c3)c1,9.7958803
CHEMBL1688539,Clc1c(F)ccc(Nc2ncnc3c2cccc3)c1,7.5228786
CHEMBL1828867,S(=O)(=O)(NC(=O)Cc1ccc(F)cc1)c1ccc(F)cc1,5.2865095
CHEMBL3805782,Clc1c(F)ccc(Nc2ncnc3c2c2OCCOc2c(OC2COCC2)c3)c1,7.6882463
CHEMBL3403509,O(C)c1c(N(C)c2nc(C)nc3oc(C)cc23)ccc(OC)c1,6.7896814
CHEMBL3800597,S(C)c1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(C(=O)CC)CC3)cc2)nc1,6.8133264
CHEMBL4094823,Clc1cc(Nc2ncnc3c2cc(NC(=O)C2CCC4(OC5(OO4)C4CC6CC5CC(C4)C6)CC2)cc3)ccc1,7.4901257
CHEMBL209818,ClCCN(N=O)C(=O)N(C)c1cc2c(Nc3cc(C)ccc3)ncnc2cc1,5.9434762
CHEMBL3828092,Clc1c(F)ccc(Nc2ncnc3c2cc(-c2cn(C4CC[NH2+]CC4)nc2)cc3)c1,7.4962091
CHEMBL3740713,O=C(Nc1ccccc1)c1c(C(=O)c2c(c(-c3ccccc3)[nH]c2C)-c2ccccc2)cn(-c2ccc(C)cc2)n1,5.3477535
CHEMBL2425735,Brc1cc(Nc2ncnc3c2cc(NC(=O)CCC[NH+]2CCCCC2)cc3)ccc1,9.2006598
CHEMBL3237945,Clc1n(-c2ccc(C)cc2)nc(C)c1-c1c(C(=O)OCC)c(N)[n+](-c2cnccc2)c2c1[C-](O)CCC2,6.0409584
CHEMBL507329,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N4CCOCC4)C2)c3)c1,7.1870866
CHEMBL126903,Brc1cc(Nc2ncnc3c2cnc(N(CC(=O)[O-])C)c3)ccc1,7.7999706
CHEMBL36967,Brc1cc(Nc2ncnc3c2cc2c(C[NH+]4CCOCC4)c[nH]c2c3)ccc1,8.318759
CHEMBL50470,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(NCCC[NH+](CC)CC)ncc2C=1,5.8696661
CHEMBL590876,O=C1C=CC(=CNN=C2SCC(=O)N2)C=C1,5.3269792
CHEMBL1929308,S(Cc1ccccc1)c1oc(-c2ccc(C(C)(C)C)cc2)nn1,5.128427
CHEMBL1200679,[Cl-],5.6598735
CHEMBL202424,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCCCC)nc3)c1,7.8239088
CHEMBL32844,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCCN2CC[NH+](C)CC2)c3)ccc1,8.7695513
CHEMBL2437467,O=C(Nc1cc(N2C(=O)C=Nc3c2nc(Nc2ccc(C(=O)N)cc2)nc3)ccc1)C=C,7.9172144
CHEMBL256529,Clc1c(OCc2cc(F)cc(F)c2)ccc(Nc2c(/C=N/OC)c(N)ncn2)c1,7.4814858
CHEMBL3740102,Clc1c(Nc2cc(NC(=O)/C=C/C[NH+](C)C)ccc2)nc(N/N=C(\C)/c2ccc(F)cc2)nc1,4.8147411
CHEMBL1812561,Clc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2ccccc2)cc3)ccc1,5.442493
CHEMBL497459,Fc1cc(Cn2ncc3c2ccc(Nc2c(/C=N/N(C)C)c(N)ncn2)c3)ccc1,8.0969105
CHEMBL65063,Nc1ncnc2n(-c3ccccc3)ncc12,5.5686364
CHEMBL475594,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2oc(C[NH+](C)C)cc2)c3)c1,8.6989698
CHEMBL4060383,S(c1c2c3c(N)nc(N)nc3[nH]c2ccc1)c1cc2c(cc1)cccc2,4.6989698
CHEMBL1241270,Oc1c(C)ccc(-c2n[nH]c3ncnc(N)c23)c1,4.9065785
CHEMBL593860,O(CCCN1CC[NH+](C)CC1)c1c(OC)cc2c(Nc3cc(OC)c(-c4sc5c(n4)cccc5)cc3)ncnc2c1,8.6989698
CHEMBL2047248,Brc1cc(Nc2nc(N)nc3c2-c2c(cccc2)C3)ccc1,4.6179829
CHEMBL603186,Brc1c([O-])c(CN(C(=O)Nc2ccccc2)Cc2ccc(F)cc2)cc(Br)c1,5.3297544
CHEMBL281990,Fc1c(Nc2ncnc3c2cc(OC)c(OCC2CC[NH+](C)CC2)c3)ccc(C)c1,6
CHEMBL113535,O(C)c1c(OC)cc2ncc(C#N)c(Nc3cc(N=[N+]=[N-])ccc3)c2c1,5.6600003
CHEMBL251291,Clc1c(F)ccc(Nc2ncnc3c2cc(C#CCCCO)cc3)c1,6.9423337
CHEMBL365805,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)c(N2CC[NH+](C)CC2)c3)ccc1,6.6020598
CHEMBL1821879,Brc1ccc(C2=NN(c3scc(-c4ccccc4)n3)C(c3ccc(C)cc3)C2)cc1,4.7068586
CHEMBL1822066,Clc1ccc(-c2nc(N3C(c4ccc([N+](=O)[O-])cc4)CC(c4ccc(OC)cc4)=N3)sc2)cc1,5.0741725
CHEMBL213560,O=C1N(CCc2ccccc2)/C(=C/c2ccc(O)cc2)/C(=O)N1,6.1487417
CHEMBL592240,O=C1NC(=NN=C2CCCCCCC2)SC1,4.5686364
CHEMBL3353400,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)[C@@H](O)C)CC3)c(NC(=O)C=C)c2)nc1,1.9586073
CHEMBL1928946,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3cc(NC(=O)C)ccc3)c2)c1,6.9665761
CHEMBL3954571,Fc1c(NC(=O)c2cc(-c3c(-c4nc(Nc5c(OC)ccc(N6CCC([NH+]7CCCCC7)CC6)c5)ncc4)n4c(n3)C=CC=C4)ccc2)c(F)ccc1,6
CHEMBL49120,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3ccc(OCC[NH+](CC)CC)cc3)ncc2C=1,6.4559321
CHEMBL382822,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@@H](C(=O)N(C)C)CCC2)c(OC)c3)ccc1,6.3467875
CHEMBL3758768,O(C)c1c(-c2sc3ncnc(Nc4ccccc4)c3c2)ccc(CO)c1,7.8538718
CHEMBL516487,Clc1c(OCc2ccccc2)ccc(Nc2c(C(=O)OC)c(N)ncn2)c1,7.2676063
CHEMBL293991,FC(F)(Oc1cc(Nc2nc(-c3c4c(n(CCC[NH3+])cc4)ccc3)ccn2)ccc1)C(F)F,6.2757239
CHEMBL3040910,N(c1ncnc2c1cc1OCCCOc1c2)c1cc(-c2ccccc2)ccc1,7.5686364
CHEMBL2385974,Clc1c(OCc2ncccc2)ccc(NC(=O)c2c([N+](=O)[O-])cc(OCC)c(NC(=O)/C=C/C[NH+](C)C)c2)c1,6.070581
CHEMBL3647423,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/[C@@H]2[NH+](C)CCC2)c(OCC)c3)c1,8.6989698
CHEMBL53665,Brc1c(F)ccc(Nc2ncnc3c2nc(NC(=O)C=C)cc3)c1,8.9208183
CHEMBL489306,Clc1c(F)ccc(Cc2ncnc3c2cc(NC(=O)C=C)c(OCCC[NH+]2CCOCC2)c3)c1,8.8198738
CHEMBL2316158,S(=O)(=O)(C)c1ccc(/C=C\2/C(=O)/C(=C/c3cc(OC)cc(OC)c3)/CCC/2)cc1,5.7212462
CHEMBL3798128,S(C)c1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC(F)F)cc(N3CCN(C(=O)C)CC3)cc2)nc1,7.4111681
CHEMBL1242754,Nc1ncnc2n(C(C)C)nc(-c3cnc4c(c3)cccc4)c12,6
CHEMBL125568,Brc1cc(Nc2ncnc3c2cnc(NC(CO)CO)c3)ccc1,7.8538718
CHEMBL99024,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(OCCC[NH+]2CCOCC2)c(OC)c3)c1,5.9829664
CHEMBL441083,N(c1ncnc2c1cccc2)c1cc(C)ccc1,6.0409584
CHEMBL93537,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/C[NH+]2CCSCC2)cc3)ccc1,6.6925039
CHEMBL544538,O=C(C(=C)CN1CC[NH2+]CC1)c1ccc(OCc2ccccc2)cc1,5.8239088
CHEMBL1945450,Clc1c(C(=O)NS(=O)(=O)c2ccc(C)cc2)cccn1,4.5678329
CHEMBL39715,Brc1cc(Nc2ncnc3c2cc2c(CN(CC(=O)OC)C)c[nH]c2c3)ccc1,8.4700565
CHEMBL308498,OCC([NH2+]Cc1ccc(-c2sc3c(Nc4cc5c([nH]cc5)cc4)ncnc3c2)cc1)(C)C,9
CHEMBL3237941,Clc1n(-c2ccccc2)nc(C)c1-c1c(C#N)c(N)[n+](-c2cnccc2)c2c1[C-](O)CC(C)(C)C2,4.4930892
CHEMBL4074601,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)C)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,7.9172144
CHEMBL2419762,N(c1ncnc2c1cc1OCCCOc1c2)c1cc(-c2ccccc2)ccc1,7.5686364
CHEMBL454370,Brc1cc(Nc2ncnc3c2cc(CC(=O)/C=C/C=C)nc3)ccc1,8.9601898
CHEMBL3945555,BrCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3cc(Cl)c(Oc4cc(C(F)(F)F)ccc4)cc3)ncnc1c2,6.7958798
CHEMBL2426377,O=C(Nc1cc(Nc2nc(c(C)cn2)-c2c3n(nc2)C=CC=C3)c(OC)cc1)/C=C/C[NH+](C)C,4.6197886
CHEMBL3263962,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCCN2CC[NH+](C)CC2)c(OC)c3)cc1)c1cc(-c2cn(C)nc2)ccc1,7.0757208
CHEMBL347668,S(Sc1c(CCC(=O)NCc2cc(O)c(C(=O)[O-])cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2cc(O)c(C(=O)[O-])cc2)c2c([nH]1)cccc2,5.070581
CHEMBL3671519,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CSC)c3)cc1,7.4089355
CHEMBL3219132,O=C(Nc1cc(N2C(=O)CN(c3ccccc3)C(=O)c3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,8.1555233
CHEMBL3671502,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC[NH3+])c3)cc1,8.3979397
CHEMBL4107879,O=C(C#CC)N1[C@@H](Cn2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CCC1,6.5385013
CHEMBL334915,[Se]([Se]c1n(C)c2c(c1C(=O)[O-])cccc2)c1n(C)c2c(c1C(=O)[O-])cccc2,5.4559321
CHEMBL1242659,O(CC)c1c(OC)cc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1,5.9355421
CHEMBL3604941,O=C(Nc1cc(Oc2nc(Nc3n[nH]c4c3cccc4)cc(N3CCN(C(=O)C)CC3)n2)ccc1)C=C,5.4436975
CHEMBL401713,O(CC[NH+]1CCC(O)CC1)c1n[nH]c2ncnc(Nc3cc(OC)c(OCc4ncccc4)cc3)c12,6.9829664
CHEMBL3903249,O=C(/C=C/C[NH+](C)C)N1[C@H](Cn2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CCC1,6.1559582
