chembl_id,smiles,pIC50
CHEMBL3357644,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C(/F)=C\CN2CCOCC2)c(OC)c3)c1,9.5228786
CHEMBL3671508,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=S)NC)c3)cc1,7.0087738
CHEMBL4084847,Brc1cc(Nc2ncnc3c2cc(OCCOP(=O)(N(CCCl)CCCl)N)cc3)ccc1,8.3665314
CHEMBL1812434,Brc1c(/C=C/C(=O)Nc2cc3c(Nc4cc(Br)ccc4)ncnc3cc2)cccc1,5.368556
CHEMBL3758990,O=C(OC)c1c(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,8.0457573
CHEMBL403785,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2c(OC[C@@H](N(C(=O)CO)C)C)ccc3)c1,5.5883803
CHEMBL3921655,O=C(NC1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CC1)C#CC,6.8060412
CHEMBL599728,O=C(OCCCCCCCCCC)COc1cc([O-])c2C(=O)C=C(c3ccccc3)Oc2c1,5.5072398
CHEMBL307248,O=C([O-])CCC(=O)Nc1ccc(C=C(C#N)C#N)cc1,3.19382
CHEMBL3263967,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCCN2CC[NH+](C)CC2)c(OC)c3)cc1)c1ccc(-c2cscc2)cc1,5.9204569
CHEMBL1077095,O=C(Nc1cc(N(O)[O-])ccc1)c1c(C)nc(NN)nc1-c1c(O)cc(O)cc1,4.3196645
CHEMBL342792,S(=O)(=O)(/C(/C#N)=C/c1cc(OC)c(O)c(O)c1)/C(/C#N)=C/c1cc(OC)c([O-])c(O)c1,6.0268722
CHEMBL234772,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(C[NH+]2CCC(C(=O)[O-])CC2)cc4)c3)ccc1,6.6575775
CHEMBL355891,O=C(OC)CN1CC(n2c3ncnc(N)c3c(-c3cc(OC)ccc3)c2)CC1,6.0809221
CHEMBL319540,Nc1ncnc2n(c(C)c(C)c12)-c1ccccc1,5.5670309
CHEMBL291979,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)cc(C#N)cc2)c1n(C)c2c(c1C(=O)Nc1ccccc1)cc(C#N)cc2,4.2668028
CHEMBL3917657,BrCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3ccc(C(C)(C)C)cc3)ncnc1c2,6.0604806
CHEMBL2070192,Brc1cc(Nc2ncnc3c2cc(NCc2cc4OCCOc4cc2)cc3)ccc1,5.9913998
CHEMBL3263359,Cc1c(C)ccc(C2=NN(C=3SCC(c4ccccc4)[NH+]=3)C(c3c4c(ccc3)cccc4)C2)c1,5.4023046
CHEMBL4099329,O(C)c1ccc(N(C)c2nc(N)[nH+]c3c(Cc4ccccc4)c[nH]c23)cc1,8.9586077
CHEMBL4067871,Clc1cc(-c2c(-c3cc4c(cncc4)cc3)cc(N[C@@H](CO)c3ccccc3)cn2)c(O)cc1,8.3767509
CHEMBL61119,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)cc(OC(=O)C)cc2)c1n(C)c2c(c1C(=O)Nc1ccccc1)cc(OC(=O)C)cc2,5.2757239
CHEMBL4093642,Brc1c(/C=C\2/C(N=O)C(=Cc3c(C)nc(C)c(C)n3)C[NH+](C(C)C)C/2)cc(OC)c(OC)c1,5.309804
CHEMBL3759257,OCc1ccc(-c2sc3ncnc(Nc4ccccc4)c3c2)cc1,7.6777806
CHEMBL213874,Clc1c(F)c(Nc2ncnc3c2cc(OCC2CC[NH+](C)CC2)c(OC)c3)ccc1,8.6989698
CHEMBL3894623,Clc1cc(NC(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OCc3ccccc3)c4)cc2)ccc1,5.3326406
CHEMBL1241679,N#Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,4
CHEMBL606964,Fc1ccc(Nc2nc3N([C@H]4C[C@H](O)CC4)C(=O)N(c4ccc(OC)cc4)Cc3cn2)cc1,6.2636037
CHEMBL225930,ClCCN(CCN=NNc1cc2c(Nc3cc(Cl)ccc3)ncnc2cc1)c1ccc(Cl)cc1,5.6575775
CHEMBL589809,Clc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(F)cc2)cc(Cl)c1,5.3819518
CHEMBL3977192,S=C(NNc1nncc2c1cccc2)N,7.1135092
CHEMBL443906,N(c1ncnc2[nH]cnc12)c1cc(-c2sc3c(n2)cccc3)ccc1,5.7695513
CHEMBL3235203,Fc1ccc(Oc2c(/C=N/NC(=O)Cn3c(C)ncc3[N+](=O)[O-])cc3c(n2)ccc(C)c3)cc1,6.3767509
CHEMBL523059,Clc1c(F)ccc(Nc2c(C#N)cnc3c(Cl)cc(NCc4nnn(C5CC[NH+](C(C)C)CC5)c4)cc23)c1,4.6575775
CHEMBL111197,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3cc(OC)ccc3)ncc2C=1,7.5228786
CHEMBL2047029,O=C(NO)CCCCCCOc1cc(C(=O)Nc2cc(C#C)ccc2)c(O)cc1,6.0457573
CHEMBL327023,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCN2CCSCC2)cc3)ccc1,6.2600007
CHEMBL3671517,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)COC)c3)cc1,7.8538718
CHEMBL2347231,Clc1ccc(Nc2ncnc3c2cc(NC(=O)N)cc3)cc1,7.2146702
CHEMBL3608433,F[C@H]1[C@H](NC(=O)C=C)CN(c2nc(Nc3c(OC)nn(C4C[NH+](C)CC4)c3)c3ncn(C(C)C)c3n2)C1,6.8477116
CHEMBL202556,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCN2CCOCC2)nc3)c1,8.5086384
CHEMBL3237949,Clc1n(-c2ccc(Cl)cc2)nc(C)c1-c1c(C(=O)OCC)c(N)[n+](-c2cnccc2)c2c1[C-](O)CC(C)(C)C2,5.9871626
CHEMBL285063,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)cc3)ccc1,10.09691
CHEMBL3948084,O=C(Nc1c(OC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)CC,7.7695513
CHEMBL177053,Brc1cc(Nc2ncnc3c2cc2scnc2c3)ccc1,7.3565474
CHEMBL255866,O(/N=C/c1c(Nc2cc3c([nH]nc3)cc2)ncnc1N)C,6.5142784
CHEMBL485321,Brc1cc(Nc2nc(N)nc3[nH]c(CCc4ccc(OC)cc4)cc23)ccc1,5.6575775
CHEMBL1172781,OC[C@@H](Nc1ncnc2oc(c(-c3ccccc3)c12)-c1ccccc1)c1ccccc1,6.6516953
CHEMBL1914672,Fc1ccc([C@H](Nc2ncnc3[nH]c(-c4ccc(F)cc4)cc23)C)cc1,7.5686364
CHEMBL566559,O=C(OCC1[NH2+]CCCC1)Nc1c(CC)c2c(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)ncnc2[nH]1,7.3467875
CHEMBL3797839,O=C(Nc1ccc(C(=O)C)cc1)c1[nH]c2c(c1)cccc2,4.3010302
CHEMBL296419,Fc1ccc(Cn2c(NC3CC[NH+](CCc4ccc(OC)cc4)CC3)[nH+]c3c2cccc3)cc1,5.2177424
CHEMBL427298,Brc1cc(Nc2ncnc3c2c(Cl)c2ncn(CC[NH+](C)C)c2c3)ccc1,6.6925039
CHEMBL395591,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(COCC2COCC[NH2+]C2)cc4)c3)ccc1,6.6777806
CHEMBL3676352,Clc1c(OC)cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)c(Cl)c1,7.3767509
CHEMBL291359,S(Sc1n(C)c2c(OC(=O)C)cccc2c1C(=O)Nc1ccccc1)c1n(C)c2c(OC(=O)C)cccc2c1C(=O)Nc1ccccc1,5.004365
CHEMBL3758939,O=C(N)c1cc(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,8.3010302
CHEMBL402452,Oc1c(N)c(Nc2ncnc3c2cncc3)ccc1,7.1500282
CHEMBL204715,Brc1cc(Nc2ncnc3Oc4c(ccc(OC)c4)CNc23)ccc1,5.7212462
CHEMBL3959248,O=C(Nc1c(OCCOC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/C[NH+](C)C,8.3010302
CHEMBL3805409,Clc1cc(C2N(c3ccccc3)N=C(c3cc4OCCOc4cc3)C2)ccc1,4.0904441
CHEMBL332938,O(C)c1cc2c(NCc3ccccc3)ncnc2cc1,6.6989698
CHEMBL193160,Ic1cc(Nc2ncnc3c2cc(NC(=O)CCl)cc3)ccc1,9.9208183
CHEMBL2425092,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+]2CC4(C2)COC4)c(OC)c3)c1,7.251812
CHEMBL1945649,Clc1c(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)ccc(C)n1,5.9244533
CHEMBL4078431,Brc1cc(Nc2ncnc3c2cc(OCCCOP(=O)(N(CCCl)CCCl)N)c(OC)c3)ccc1,9.5228786
CHEMBL1171792,BrC=1c2c(C#N)cc(C(=O)C3CC3)n2C(C)=CC=1,7.070581
CHEMBL319244,O=C(OCCc1ccccc1)CC=C1C=C([O-])C(=O)C=C1,5.9978337
CHEMBL2437475,O(C)c1ccc(N2C(=O)C=Nc3c2nc(Nc2ccc(N)cc2)nc3)cc1,4.5879598
CHEMBL3676339,Fc1c(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)ccc1F,7.8538718
CHEMBL2262408,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCNC(C)C)cc3)ccc1,3.602
CHEMBL3676343,Brc1cc(F)c(N=C2NC=Nc3c2cc(NC(=O)C=C)c(OCCNC(=O)C[NH+](C)C)c3)c(F)c1,6.7569618
CHEMBL3353395,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)C[NH+](C)C)CC3)c(NC(=O)C=C)c2)nc1,2
CHEMBL333231,Clc1cc(Nc2ncnc3[nH]nc(NCc4cc(Cl)ccc4)c23)ccc1,7.5850267
CHEMBL3814846,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)C)cc3)c1,8.4023046
CHEMBL3741304,O=C(OCCOc1c(OCCOC)cc2c(Nc3cc(C#C)ccc3)ncnc2c1)c1ccc(C(=O)Nc2cc3C(C)(C)CCC(C)(C)c3cc2)cc1,7.4948502
CHEMBL201307,Fc1cc(NC(=O)Cc2sc(Nc3ncnc4c3cc(OC)c(OCCC[NH+]3CCC(CO)CC3)c4)nc2)ccc1,6.09691
CHEMBL118205,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1oc2c(n1)cccc2,5.2800002
CHEMBL2029691,S(C[C@@H](O)CO)c1cc([N+](=O)[O-])cc(NC(=O)Cc2ccc(F)cc2)c1,4.3133636
CHEMBL3344217,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc([C@H](NOC(=O)CC)CS(=O)(=O)C)cc2)cc3)c1,7.0476918
CHEMBL271410,N(CCC[NH+]1CCOCC1)c1c(Nc2ncnc3c2cncc3)cccc1C,8.0299788
CHEMBL3263366,O=C1N=C(N2C(c3c4c(ccc3)cccc4)CC(c3cc(C)c(C)cc3)=N2)SC1,5.879426
CHEMBL3040806,N(c1ncnc2c1cc1OCCOc1c2)c1cc(-c2ccccc2)ccc1,7.3767509
CHEMBL1241947,O=Cc1c(C)cc(-c2nn(C(C)C)c3ncnc(N)c23)s1,5.004365
CHEMBL358092,O=C(OC)c1ccc(-c2c(O)cc(-c3ccccc3)cc2)cc1,4.8538718
CHEMBL175409,O=C(NCCO)Cc1ccc(-n2c3ncnc(N)c3c(-c3cc(OC)ccc3)c2)cc1,6.09691
CHEMBL516022,O=C(NC1=NCc2ncnc(Nc3cc(C)ccc3)c12)C=C,9.3200274
CHEMBL1241861,Fc1c(C=O)c(F)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,5
CHEMBL1230790,Oc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,6.0204515
CHEMBL490687,Clc1c(F)ccc(Nc2c3c([nH+]cc2)cc(CC)c(NC(=O)/C=C/C)c3)c1,5.124939
CHEMBL474141,Brc1c(F)ccc(Nc2ncnc3c2C(NC(=O)C=C)=NC3)c1,9.1400213
CHEMBL543904,O(C)c1c(OC)cc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1OC,6.3010302
CHEMBL322066,O(C)c1c(OC)cc(Nc2nc(-c3cnc(N4CC[NH2+]CC4)cc3)ccn2)cc1OC,5.7685304
CHEMBL1242200,Brc1cc(OC)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,4.9586072
CHEMBL3671583,Brc1cc(C(F)(F)F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)cc1,6.3410354
CHEMBL328106,Brc1ccc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1,10.140021
CHEMBL441518,Brc1cc(Nc2c(C#N)cnc3ncc(NC(=O)/C=C/C[NH+](C)C)cc23)ccc1,5.6896043
CHEMBL3604940,Brc1cc2c(Nc3nc(Oc4cc(NC(=O)C=C)ccc4)nc(N4CC[NH+](C)CC4)c3)n[nH]c2cc1,5.5376019
CHEMBL3676342,Clc1c(Cl)cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)c(Cl)c1,6.0574961
CHEMBL592466,Clc1c(O)c(CN(C(=S)Nc2ccccc2)Cc2ccc(O)cc2)ccc1,7.09691
CHEMBL76599,O=C(NC(C)(C)C)Nc1c(-c2ccccc2)cc2c(n1)nc(N)nc2,5.2572751
CHEMBL3774982,FC(F)(F)c1cc(Nc2ncnc3c2cc2N(CCC[NH+]4CCOCC4)C(=O)COc2c3)ccc1,6.0813408
CHEMBL2385968,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#N)cncc2-c2ccc(NC(=O)/C=C/C[NH+](C)C)cc2)c1,6.1804562
CHEMBL1683958,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(/C=N/OCCN3CCOCC3)c(C)ncn2)c1,7.167491
CHEMBL357097,N(Cc1ccccc1)c1ncnc2c1[nH]c1c2cccc1,6.3372421
CHEMBL271617,Brc1cc(N)c(Nc2ncnc3c2cncc3)cc1,7.5900669
CHEMBL76904,Oc1c(O)ccc(C=C(C#N)C#N)c1,4.4559321
CHEMBL215716,Fc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN4CC[SH0](=O)CC4)cc2)cc3)c1,7.7958798
CHEMBL2437225,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(C[NH2+]CCNS(=O)(=O)C)cc2)cc3)c1,7.7281585
CHEMBL291496,Brc1cc(Nc2ncnc3c2nc(Cl)cc3)ccc1,7.7447276
CHEMBL445572,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN(CCS(=O)(=O)C)Cc4ccccc4)cc2)cc3)c1,7.0457573
CHEMBL3234865,O=[N+]([O-])c1n(CC(=O)N/N=C/c2c(Oc3ccc(C)cc3)nc3c(c2)cccc3)c(C)nc1,5.1152048
CHEMBL355269,O=C(N(C)C)CN1CCC(n2c3ncnc(N)c3c(-c3cc(OC)ccc3)c2)CC1,6.124939
CHEMBL1240544,Clc1c(O)cc(-c2nn([C@H](C[NH3+])C)c3ncnc(N)c23)cc1,5.0390539
CHEMBL116012,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/CN2CCOCC2)c(OCC)c3)ccc1,4.9899998
CHEMBL400413,S(=O)(=O)(C)N1CC[NH+](Cc2c3C(Nc4cc5c(n(Cc6cc(F)ccc6)nc5)cc4)=NC=Nn3cc2)CCC1,6.6777806
CHEMBL6246,O=C1Oc2c([O-])c(O)cc3C(=O)Oc4c([O-])c(O)cc1c4-c23,6.1611509
CHEMBL1944921,O(C)c1c2C(=O)c3c([O-])ccc([O-])c3C(=O)c2ccc1,5.3665314
CHEMBL4061283,Brc1cc(Nc2ncnc3c2cc(NC(=O)[C@H](NC(=O)OC(C)(C)C)[C@H](CC)C)cc3)ccc1,7.2557068
CHEMBL135861,[Se]([Se]c1c(C(=O)NC)c2c([nH]1)cccc2)c1c(C(=O)NC)c2c([nH]1)cccc2,4.8860564
CHEMBL4070640,O=C(CC)N1C[C@@H](N2C(=O)N(c3c(OC)cccc3)Cc3c2nc(Nc2cc(C)c(N4CC[NH+](C)CC4)cc2)nc3)CC1,7.5622497
CHEMBL1173667,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc(O)cc3)C2)c1,5.2781892
CHEMBL2441568,Clc1c(F)ccc(Nc2ncnc3c2cc2NCCOc2c3)c1,8.88941
CHEMBL3970399,S(=O)([O-])(=Nc1sccn1)c1ccc(Nc2nncc3c2cccc3)cc1,7.0555172
CHEMBL1094196,O(CCc1ccc(O)cc1)c1cc2c(CC[NH3+])cn(Cc3ccc(-c4ccc(OC)cc4)cc3)c2cc1,5.90309
CHEMBL3612585,FC(F)(F)COc1c(C)c(COc2ccc(Nc3ncnc4c3cc3N(CCCC(=O)OCC)C(=O)Oc3c4)cc2)ncc1,6.1079054
CHEMBL3813728,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=S)NCCN2CCOCC2)cc3)c1,8.6458912
CHEMBL2437488,O=C(Nc1cc(N2C(=O)C=Nc3c2nc(Nc2ccccc2)nc3)ccc1)C=C,7.8927898
CHEMBL435831,S(Sc1c(CC(=O)NCc2ccccc2)c2c([nH]1)cccc2)c1c(CC(=O)NCc2ccccc2)c2c([nH]1)cccc2,4.4202166
CHEMBL377250,FC(F)(F)c1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN4CC[SH0](=O)CC4)cc2)cc3)c1,7.0506101
CHEMBL490510,O=C(C=Cc1cc(O)c(O)cc1)c1c([O-])c(O)c(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc1,1.7212464
CHEMBL373207,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCN(CC)CC)cc3)c1,8.5086384
CHEMBL51659,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)nc3)ccc1,9.0409584
CHEMBL3905921,Clc1c(NC(=O)c2cc(-c3c(-c4nc(Nc5c(OC)cc(N6CCC([NH+]7CCCCC7)CC6)cc5)ncc4)n4c(n3)C=CC=C4)ccc2)ccc(F)c1,6
CHEMBL461968,Clc1c(F)ccc(Nc2ncnc3c2cc(CN([C@H](C(=O)N)C)C)c(OC)c3)c1,8.0969105
CHEMBL7002,O(CC1(C)CCCCC1)c1ccc(CC2C(=O)NC(=O)S2)cc1,5.3320804
CHEMBL1958222,O(C)c1ccc(C2=NN(C=3SCC(=O)N=3)C(c3ccc(C)cc3)C2)cc1,5.2628074
CHEMBL306029,FC(F)(F)c1cc(Nc2ncnc3[nH]c(C)c(C)c23)ccc1,5.7212462
CHEMBL450109,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@@H]2NC[C@@H](OC(=O)N4CCOCC4)C2)c3)c1,7.3979402
CHEMBL504117,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2sc(C#C[C@H]2NC[C@H](OC(=O)N4CCOCC4)C2)c3)c1,7.3010302
CHEMBL3403513,N(C)(c1nc(C)nc2oc(C)cc12)c1cc2c(OCC2)cc1,6.6451235
CHEMBL1914655,Brc1ccc([C@H](Nc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)C)cc1,7.2076082
CHEMBL169390,Oc1cc(-c2c3c(N)ncnc3n(C3CCCC3)c2)ccc1,7.09691
CHEMBL247101,Clc1c(OCc2cc(F)ccc2)ccc(NC2=NC=Nn3c2c(C)cc3)c1,6.6020598
CHEMBL3919447,O=C(C=C)N1C[C@@H](Oc2c(OC)cc3ncnc(N[C@H](C)c4ccccc4)c3c2)CC1,7.9208188
CHEMBL405398,Brc1c(NCC[NH+]2CCOCC2)c(Nc2ncnc3c2cncc3)ccc1,8.4899912
CHEMBL3114686,O=C(/C=C/C[NH+]1C(C)CCCC1)N1c2c(OCC1)cc1ncnc(Nc3cc(C#C)ccc3)c1c2,8.3010302
CHEMBL1241859,Clc1c(O)cc(-c2nn(CC3CC[NH2+]CC3)c3ncnc(N)c23)cc1,4
CHEMBL4092951,Brc1cc(Nc2ncnc3c2cc(NC(=S)NC)cc3)ccc1,8.0409584
CHEMBL1170278,O=[N+]([O-])c1n(CCOC(=O)/C=C/c2c3c(ccc2)cccc3)c(C)nc1,5.4111681
CHEMBL1097189,O(CCc1ccc(O)cc1)c1cc2c(n(CCCc3ccccc3)c3c2CC([NH3+])CC3)cc1,5.6020598
CHEMBL1242386,Nc1ncnc2n(C(C)C)nc(-c3cc4c([nH]nc4)cc3)c12,5.9586072
CHEMBL454383,Brc1cc(Cc2ncnc3c2cc(NC(=O)C=C)cc3)ccc1,9.1500282
CHEMBL3961532,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)CC)c(OC)c3)c1,7.1739254
CHEMBL422347,S(=O)(=O)(CCNc1scc(-c2cc3c(Nc4ccc(OCc5ccccc5)cc4)ncnc3cc2)n1)C,7.0861859
CHEMBL3678950,Brc1ccc(Nc2n(C(C)C)c3nc(Nc4ccc(N5CC[NH+](C)CC5)cc4)ncc3n2)cc1,9
CHEMBL277667,O=C1N(NC)C(=O)c2c3c([nH]c4c(O)cccc34)c3n(C4C(O)C(O)C(O)C(CO)O4)c4c(O)cccc4c3c12,4
CHEMBL4100075,O=C/1/C(=C/c2c(C)nc(C)c(C)n2)/CC(C)C\C\1=C/c1c(C)nc(C)c(C)n1,5.9586072
CHEMBL3678952,O(C)c1cc(Nc2n(C(C)C)c3nc(Nc4ccc(N5CC[NH+](C)CC5)cc4)ncc3n2)ccc1,9
CHEMBL377772,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@H](CC(=O)N)CCC2)c(OC)c3)ccc1,6.7695513
CHEMBL160566,S(Sc1n(C)c2c(c1C#N)cccc2)c1n(C)c2c(c1C#N)cccc2,5.1611509
CHEMBL592211,Clc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(O)cc2)ccc1,6.0177288
CHEMBL3898690,Clc1cc(Nc2ncnc3c2cc(OC2CN(C(=O)C=C)C2)c(OC)c3)ccc1,8.7958803
CHEMBL2031304,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)CC[NH+]2CCCCC2)c(OCC)c3)c1,9.2924299
CHEMBL92824,FC(F)(F)c1cc(Nc2ncnc3c2cccc3)ccc1,6.2388244
CHEMBL497803,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@@H]2N(C(=O)OC)CCC2)c3)c1,6.8538718
CHEMBL2335014,FC(F)(F)c1c(F)ccc(Nc2nc(N)nc3[nH]c(CCc4ncccc4)cc23)c1,4.8068752
CHEMBL3416627,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4c(OC)cccc4)cc23)c1,6.6575775
CHEMBL1744347,Clc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCCCN2CC[NH+](C)CC2)c3)cc1,7.124939
CHEMBL1645466,[NH3+]C1CC[NH+](Cc2c3C(Nc4cc(C#C)ccc4)=NC=Nn3cc2)CC1,8
CHEMBL3699607,FC(F)(F)Oc1c(Nc2nc(Nc3cc(NC(=O)C=C)ccc3)c(C(F)(F)F)cn2)ccc(N2CCN(C(=O)C)CC2)c1,8.2596369
CHEMBL77778,O=C([O-])/C=C/c1ccc(C=C(C#N)C#N)cc1,3.3467875
CHEMBL603198,O(C)c1c(C(Cc2c3c(N)nc(N)nc3oc2)C2CC2)cccc1,4.2479515
CHEMBL3759356,O=C([O-])c1cc(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,8.0969105
CHEMBL1242750,Fc1c(O)cc(-c2nn(C3CCCCCC3)c3ncnc(N)c23)cc1,6.1106982
CHEMBL1242657,Fc1c(O)cc(-c2nn([C@@H]3C[NH2+]CC3)c3ncnc(N)c23)cc1,5.0604806
CHEMBL343352,Clc1cc(Nc2ncnc3c2cc(N)cc3)ccc1,8.4710836
CHEMBL511478,Clc1c(OCc2ccccc2)ccc(Nc2c(C(=O)NN)c(N)ncn2)c1,6.3391347
CHEMBL2011291,Clc1c(-n2c(N)c(c(-c3ccncc3)n2)-c2ccc(F)cc2)c(Cl)cc(Cl)c1,7.3010302
CHEMBL280074,OCCNc1nc(NCc2ccccc2)c2ncn(C)c2n1,3.3565474
CHEMBL91,Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,4.5337849
CHEMBL1956891,Brc1cc(Nc2nc(N)nc3n(Cc4ccc(Cl)cc4)ccc23)ccc1,4.0004344
CHEMBL2087360,Clc1c(F)ccc(Nc2ncnc3c2cc2OCCOCCOCCOc2c3)c1,8.6989698
CHEMBL590524,Brc1cc(/C=N/N=C2SCC(=O)N2)ccc1,5.1272612
CHEMBL2437460,O=C(Nc1cc(N2C(=O)C=Nc3c2nc(Nc2ccc(N4CCOCC4)cc2)nc3)ccc1)C=C,8.1580153
CHEMBL3622672,O=C(Nc1c(OC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)/C=C/C[NH+]1CCCCC1,8.5686359
CHEMBL2029435,O=C(Nc1cc(N2C(=O)N(C3CC3)Cc3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,9.2365723
CHEMBL399373,O=C([O-])C1CCN([C@@](C#Cc2ncnc3c2cc(OCC)c(OCC)c3)(Cc2ccccc2)C)CC1,8.3767509
CHEMBL600381,O=C(NCCCCCCCCCCCCCCCCCC)COc1cc([O-])c2C(=O)C=C(c3ccccc3)Oc2c1,6.3334818
CHEMBL153573,Brc1cc(Nc2ncnc3c2sc2c3cc(F)c(N)c2)ccc1,9
CHEMBL2316148,Clc1ccc(/C=C\2/C(=O)/C(=C/c3cc(OC)cc(OC)c3)/CCC/2)cc1,4.8153086
CHEMBL3344219,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc([C@H](NOC(=O)CCCCCC)CS(=O)(=O)C)cc2)cc3)c1,6.9578185
CHEMBL3951099,Clc1c(Cl)ccc(Nc2ncnc3c2cc(OC)c(OCc2onc(-c4ccc(C(C)(C)C)cc4)n2)c3)c1,7.3010302
CHEMBL241918,O=C(Nc1c(OCC)cc2ncnc(NC=3C(=O)C=C(OCc4cc(OC)ccc4)C(=O)C=3)c2c1)/C=C/C[NH+](C)C,6.9694004
CHEMBL3353402,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)[C@H]([NH3+])C)CC3)c(NC(=O)C=C)c2)nc1,2.0457575
CHEMBL2047020,O=C(NO)CCCCCC(=O)Nc1cc(C(=O)Nc2cc(C#C)ccc2)c(O)cc1,5.4801722
CHEMBL3612562,O(CCN1C(=O)Oc2c1cc1c(Nc3cc(C#C)ccc3)ncnc1c2)C,6.7212462
CHEMBL481324,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4sc(CNCCS(=O)(=O)C)cc4)cc23)c1,7.0177288
